,DATE,SENTIMENT,IMPACT_SCORE
70,2021/1/14,positive,0.8818217
71,2021/1/14,negative,-0.87004256
72,2021/1/14,negative,-0.8685851
73,2021/1/14,neutral,0.084865265
74,2021/1/15,neutral,0.4807578
75,2021/1/15,neutral,-0.30972752
76,2021/1/15,negative,-0.9581922
77,2021/1/15,neutral,0.1868808
78,2021/1/15,negative,-0.80533427
79,2021/1/15,neutral,0.1425458
80,2021/1/16,positive,0.81613463
81,2021/1/17,neutral,0.2806963
82,2021/1/17,positive,0.5470217
83,2021/1/17,neutral,-0.08824033
84,2021/1/18,neutral,0.05695899
85,2021/1/18,neutral,0.011797972
86,2021/1/19,neutral,0.4514622
87,2021/1/19,neutral,0.20379627
88,2021/1/20,neutral,0.2533991
89,2021/1/20,neutral,-0.033975128
90,2021/1/21,neutral,0.13295588
91,2021/1/21,positive,0.9161433
92,2021/1/21,neutral,0.20871948
93,2021/1/21,neutral,0.20501229
94,2021/1/21,positive,0.4442712
95,2021/1/22,neutral,0.05047723
96,2021/1/22,neutral,0.14506559
97,2021/1/22,neutral,0.061743893
98,2021/1/22,neutral,0.12859963
99,2021/1/22,neutral,0.011768023
100,2021/1/22,neutral,0.03007491
101,2021/1/22,positive,0.88361216
102,2021/1/22,neutral,0.32002237
103,2021/1/22,negative,-0.90307003
104,2021/1/23,positive,0.5672463
105,2021/1/23,negative,-0.21023332
106,2021/1/24,positive,0.8335581
107,2021/1/24,negative,-0.96729094
108,2021/1/24,negative,-0.84054494
109,2021/1/25,neutral,0.048337147
110,2021/1/25,neutral,0.18700469
111,2021/1/25,neutral,0.2258653
112,2021/1/25,neutral,-0.2700774
113,2021/1/25,neutral,0.12811978
114,2021/1/25,negative,-0.5439811
115,2021/1/25,negative,-0.93649405
116,2021/1/25,negative,-0.85530597
117,2021/1/25,positive,0.90584517
118,2021/1/25,neutral,0.05749893
119,2021/1/25,neutral,-0.039595854
120,2021/1/25,negative,-0.7920496
121,2021/1/26,neutral,0.05557037
122,2021/1/26,positive,0.7778599
123,2021/1/26,negative,-0.8439127
124,2021/1/27,neutral,0.3028068
125,2021/1/27,negative,-0.7253724
126,2021/1/27,negative,-0.96226704
127,2021/1/27,positive,0.70809674
128,2021/1/27,positive,0.92837214
129,2021/1/27,positive,0.80206424
130,2021/1/27,positive,0.9342968
131,2021/1/27,positive,0.93005526
132,2021/1/27,neutral,-0.11954944
133,2021/1/27,positive,0.76143074
134,2021/1/27,positive,0.7888763
135,2021/1/27,negative,-0.85806817
136,2021/1/27,positive,0.868838
137,2021/1/28,positive,0.91720104
138,2021/1/28,positive,0.77654946
139,2021/1/28,neutral,0.009174297
140,2021/1/28,neutral,-0.09794471
141,2021/1/28,negative,-0.9394213
142,2021/1/28,negative,-0.875067
143,2021/1/28,positive,0.428279
144,2021/1/28,negative,-0.8802359
145,2021/1/29,neutral,0.09497012
146,2021/1/29,neutral,0.38304368
147,2021/1/29,neutral,0.09272123
148,2021/1/29,negative,-0.5070825
149,2021/1/29,positive,0.927986
150,2021/1/30,neutral,0.14929578
151,2021/1/31,positive,0.68568337
152,2021/1/31,positive,0.9158794
153,2021/2/1,neutral,0.07056317
154,2021/2/1,neutral,0.07056317
155,2021/2/1,neutral,0.08389716
156,2021/2/1,neutral,0.016513865
157,2021/2/1,neutral,0.08389716
158,2021/2/1,neutral,0.016513865
159,2021/2/1,neutral,0.043457642
160,2021/2/1,neutral,-0.013920516
161,2021/2/1,positive,0.8286199
162,2021/2/1,neutral,0.043457642
163,2021/2/1,neutral,-0.013920516
164,2021/2/1,positive,0.8286199
165,2021/2/1,negative,-0.89246744
166,2021/2/1,positive,0.91477793
167,2021/2/1,negative,-0.93319446
168,2021/2/1,negative,-0.89246744
169,2021/2/1,positive,0.91477793
170,2021/2/1,negative,-0.9494726
171,2021/2/1,negative,-0.9494726
172,2021/2/1,neutral,0.16113809
173,2021/2/1,negative,-0.90471137
174,2021/2/1,negative,-0.90471137
175,2021/2/2,neutral,0.08311956
176,2021/2/2,neutral,0.09794295
177,2021/2/2,positive,0.870505
178,2021/2/2,positive,0.8526764
179,2021/2/2,neutral,0.11287262
180,2021/2/3,neutral,-0.27274448
181,2021/2/3,positive,0.796182
182,2021/2/3,neutral,0.12393542
183,2021/2/3,positive,0.93760514
184,2021/2/3,neutral,0.12359525
185,2021/2/3,negative,-0.8880596
186,2021/2/3,positive,0.912114
187,2021/2/3,neutral,0.2120215
188,2021/2/3,neutral,-0.008650299
189,2021/2/4,negative,-0.7850183
190,2021/2/4,neutral,0.050363068
191,2021/2/4,neutral,0.15812081
192,2021/2/4,neutral,0.14612111
193,2021/2/4,positive,0.91969687
194,2021/2/4,neutral,0.11933617
195,2021/2/5,neutral,0.30571294
196,2021/2/5,positive,0.71242535
197,2021/2/5,neutral,0.0050062616
198,2021/2/5,neutral,0.3474566
199,2021/2/6,positive,0.77363026
200,2021/2/6,neutral,0.008963221
201,2021/2/6,negative,-0.7256923
202,2021/2/6,positive,0.5279489
203,2021/2/6,negative,-0.78438467
204,2021/2/6,neutral,-0.09416515
205,2021/2/7,negative,-0.59326935
206,2021/2/7,neutral,0.17964041
207,2021/2/7,neutral,0.35640034
208,2021/2/7,neutral,0.021631302
209,2021/2/7,neutral,0.39399272
210,2021/2/8,neutral,0.07619217
211,2021/2/8,neutral,-0.10917547
212,2021/2/8,negative,-0.95344406
213,2021/2/8,positive,0.68597066
214,2021/2/8,negative,-0.6658305
215,2021/2/8,neutral,-0.06347139
216,2021/2/8,positive,0.8991062
217,2021/2/8,neutral,-0.032314945
218,2021/2/8,positive,0.6646171
219,2021/2/8,neutral,0.47745815
220,2021/2/8,positive,0.86288995
221,2021/2/9,neutral,0.039222382
222,2021/2/9,negative,-0.92031235
223,2021/2/9,positive,0.88173354
224,2021/2/9,neutral,-0.0010380894
225,2021/2/9,negative,-0.8079558
226,2021/2/9,positive,0.90338
227,2021/2/9,negative,-0.9397596
228,2021/2/9,negative,-0.8977597
229,2021/2/10,neutral,-0.068362646
230,2021/2/10,neutral,0.24480093
231,2021/2/10,negative,-0.6761496
232,2021/2/10,neutral,0.07232612
233,2021/2/11,neutral,0.27826488
234,2021/2/12,negative,-0.9622302
235,2021/2/12,neutral,0.42988008
236,2021/2/12,positive,0.88607275
237,2021/2/12,neutral,0.1127938
238,2021/2/13,positive,0.6919927
239,2021/2/13,negative,-0.88220155
240,2021/2/13,neutral,0.14169726
241,2021/2/14,neutral,0.2371069
242,2021/2/14,neutral,0.14913934
243,2021/2/14,negative,-0.6435823
244,2021/2/15,neutral,0.034878384
245,2021/2/15,positive,0.76879483
246,2021/2/15,negative,-0.85686874
247,2021/2/15,neutral,0.018671554
248,2021/2/16,positive,0.8294292
249,2021/2/16,neutral,0.041999288
250,2021/2/16,positive,0.6134626
251,2021/2/16,neutral,0.052694257
252,2021/2/16,neutral,-0.0713869
253,2021/2/16,neutral,0.0950934
254,2021/2/16,negative,-0.8806582
255,2021/2/16,negative,-0.9240547
256,2021/2/16,neutral,0.04153527
257,2021/2/17,neutral,-0.1425123
258,2021/2/17,neutral,-0.023129957
259,2021/2/17,positive,0.8540494
260,2021/2/18,neutral,0.02817521
261,2021/2/18,negative,-0.9662892
262,2021/2/18,negative,-0.7555854
263,2021/2/18,neutral,0.29172647
264,2021/2/18,positive,0.63502616
265,2021/2/18,neutral,0.44075334
266,2021/2/19,neutral,-0.0027541183
267,2021/2/19,neutral,0.04562378
268,2021/2/19,neutral,0.03353975
269,2021/2/19,neutral,0.03923428
270,2021/2/19,neutral,0.09558061
271,2021/2/19,neutral,0.47172347
272,2021/2/20,neutral,0.04746807
273,2021/2/20,neutral,0.35415757
274,2021/2/20,neutral,0.38532904
275,2021/2/21,negative,-0.52115285
276,2021/2/21,positive,0.49258024
277,2021/2/21,positive,0.76584226
278,2021/2/21,negative,-0.8674419
279,2021/2/21,neutral,0.118940726
280,2021/2/21,positive,0.8015683
281,2021/2/22,positive,0.6475197
282,2021/2/22,neutral,-0.07484178
283,2021/2/22,positive,0.93613416
284,2021/2/22,negative,-0.46409103
285,2021/2/22,neutral,0.14484687
286,2021/2/22,neutral,0.10579527
287,2021/2/23,negative,-0.95754546
288,2021/2/23,neutral,0.0027417692
289,2021/2/23,positive,0.60728127
290,2021/2/23,positive,0.9079186
291,2021/2/24,neutral,0.00028486925
292,2021/2/24,positive,0.928176
293,2021/2/24,positive,0.78297734
294,2021/2/24,positive,0.8895853
295,2021/2/24,positive,0.91536945
296,2021/2/24,positive,0.8685704
297,2021/2/25,negative,-0.96273375
298,2021/2/25,neutral,0.19072856
299,2021/2/25,neutral,-0.22114788
300,2021/2/25,positive,0.64903486
301,2021/2/25,negative,-0.96782553
302,2021/2/25,neutral,-0.07742883
303,2021/2/25,neutral,-0.31087205
304,2021/2/25,positive,0.92792505
305,2021/2/25,neutral,-0.3178685
306,2021/2/25,positive,0.57530946
307,2021/2/25,negative,-0.3900197
308,2021/2/25,positive,0.75103956
309,2021/2/26,neutral,0.028228093
310,2021/2/26,neutral,0.024012022
311,2021/2/26,neutral,0.13454013
312,2021/2/26,neutral,0.00010576844
313,2021/2/26,neutral,0.12231679
314,2021/2/27,neutral,0.066480555
315,2021/2/27,neutral,0.05758494
316,2021/2/28,positive,0.42691123
317,2021/2/28,neutral,0.13491754
318,2021/3/1,neutral,0.4389552
319,2021/3/1,negative,-0.8287898
320,2021/3/2,negative,-0.4836008
321,2021/3/2,positive,0.91885096
322,2021/3/2,neutral,0.05646745
323,2021/3/2,neutral,0.11546397
324,2021/3/2,negative,-0.96215236
325,2021/3/2,neutral,-0.08042245
326,2021/3/3,neutral,0.062200077
327,2021/3/3,neutral,0.08388375
328,2021/3/3,negative,-0.8019342
329,2021/3/3,positive,0.87211555
330,2021/3/3,positive,0.9329769
331,2021/3/3,neutral,0.11323583
332,2021/3/4,negative,-0.73411703
333,2021/3/4,neutral,0.30999875
334,2021/3/4,negative,-0.9665817
335,2021/3/4,negative,-0.73411703
336,2021/3/4,neutral,0.30999875
337,2021/3/4,negative,-0.9665817
338,2021/3/4,negative,-0.93065
339,2021/3/4,neutral,0.07028496
340,2021/3/4,neutral,0.07028496
341,2021/3/4,neutral,-0.18064159
342,2021/3/4,neutral,-0.18064159
343,2021/3/4,negative,-0.5497626
344,2021/3/4,negative,-0.5497626
345,2021/3/5,negative,-0.95517385
346,2021/3/5,neutral,0.4650989
347,2021/3/5,positive,0.9384888
348,2021/3/6,neutral,0.0695775
349,2021/3/6,neutral,0.08059468
350,2021/3/6,neutral,0.051873527
351,2021/3/7,neutral,0.09020682
352,2021/3/8,positive,0.665255
353,2021/3/8,neutral,-0.004555326
354,2021/3/8,neutral,0.039865915
355,2021/3/8,positive,0.8440156
356,2021/3/8,neutral,0.06970258
357,2021/3/9,positive,0.89405286
358,2021/3/9,negative,-0.9445908
359,2021/3/9,neutral,-0.1548974
360,2021/3/9,neutral,0.021817897
361,2021/3/9,negative,-0.43189096
362,2021/3/9,negative,-0.5707737
363,2021/3/9,neutral,0.4144607
364,2021/3/10,neutral,0.29116577
365,2021/3/10,negative,-0.9616806
366,2021/3/10,neutral,0.08620184
367,2021/3/10,positive,0.6915346
368,2021/3/10,positive,0.9244422
369,2021/3/10,neutral,0.026791451
370,2021/3/10,neutral,0.16501276
371,2021/3/10,neutral,0.06031901
372,2021/3/11,neutral,0.022293707
373,2021/3/11,negative,-0.84251624
374,2021/3/11,neutral,-0.14329496
375,2021/3/11,neutral,0.41058585
376,2021/3/11,negative,-0.5304864
377,2021/3/11,negative,-0.6961232
378,2021/3/11,neutral,-0.024576351
379,2021/3/11,neutral,0.30588722
380,2021/3/11,neutral,0.40938702
381,2021/3/11,negative,-0.8330618
382,2021/3/11,negative,-0.7885753
383,2021/3/11,neutral,0.13032393
384,2021/3/12,positive,0.8468622
385,2021/3/12,positive,0.9181663
386,2021/3/12,neutral,0.022437202
387,2021/3/12,neutral,0.05375936
388,2021/3/12,positive,0.89926106
389,2021/3/12,neutral,-0.24305427
390,2021/3/12,neutral,0.05522717
391,2021/3/13,negative,-0.47038442
392,2021/3/13,neutral,0.042254817
393,2021/3/13,neutral,-0.19600692
394,2021/3/14,neutral,0.16488919
395,2021/3/15,neutral,0.04800581
396,2021/3/15,negative,-0.87508374
397,2021/3/15,neutral,-0.084497325
398,2021/3/15,neutral,0.4136552
399,2021/3/15,neutral,-0.009547599
400,2021/3/15,positive,0.9080369
401,2021/3/16,neutral,0.05371422
402,2021/3/16,neutral,0.18199283
403,2021/3/16,neutral,-0.20997144
404,2021/3/16,positive,0.6326933
405,2021/3/16,neutral,0.088637225
406,2021/3/16,negative,-0.86214423
407,2021/3/16,negative,-0.807846
408,2021/3/16,neutral,0.4524455
409,2021/3/16,positive,0.5808089
410,2021/3/16,neutral,0.039898045
411,2021/3/16,negative,-0.69515634
412,2021/3/17,neutral,-0.010226816
413,2021/3/17,neutral,0.19252916
414,2021/3/17,neutral,0.09444347
415,2021/3/17,negative,-0.948004
416,2021/3/17,neutral,0.046239447
417,2021/3/17,negative,-0.799671
418,2021/3/17,neutral,0.090193324
419,2021/3/17,negative,-0.7820333
420,2021/3/18,neutral,0.11603807
421,2021/3/18,negative,-0.9640723
422,2021/3/18,positive,0.90510005
423,2021/3/18,positive,0.6577812
424,2021/3/18,neutral,0.013897978
425,2021/3/18,negative,-0.92558897
426,2021/3/18,neutral,0.18734276
427,2021/3/18,neutral,0.009652954
428,2021/3/18,neutral,0.14690417
429,2021/3/18,positive,0.83686846
430,2021/3/18,negative,-0.9469178
431,2021/3/18,neutral,0.3537977
432,2021/3/19,neutral,-0.04010742
433,2021/3/19,negative,-0.76013744
434,2021/3/19,positive,0.8762206
435,2021/3/19,negative,-0.9107262
436,2021/3/19,neutral,-0.012464457
437,2021/3/20,neutral,0.11540535
438,2021/3/20,neutral,-0.0012122057
439,2021/3/20,neutral,0.36976317
440,2021/3/21,neutral,-0.00039336085
441,2021/3/21,negative,-0.677684
442,2021/3/21,neutral,0.36135602
443,2021/3/21,positive,0.73674583
444,2021/3/22,positive,0.93018115
445,2021/3/22,neutral,0.045550175
446,2021/3/22,neutral,-0.0036801642
447,2021/3/22,neutral,0.018760568
448,2021/3/22,negative,-0.7372769
449,2021/3/22,neutral,0.1571826
450,2021/3/22,neutral,0.43098533
451,2021/3/22,negative,-0.77120864
452,2021/3/23,positive,0.73465186
453,2021/3/23,neutral,-0.12567626
454,2021/3/23,positive,0.7457896
455,2021/3/23,negative,-0.91654384
456,2021/3/24,positive,0.672882
457,2021/3/24,neutral,0.049996268
458,2021/3/24,negative,-0.88248634
459,2021/3/25,neutral,-0.0023089165
460,2021/3/25,neutral,0.09486589
461,2021/3/25,neutral,0.029317742
462,2021/3/25,negative,-0.5002653
463,2021/3/26,neutral,0.07285495
464,2021/3/26,neutral,0.14529383
465,2021/3/26,positive,0.8199239
466,2021/3/26,neutral,0.19045758
467,2021/3/26,neutral,-0.017935129
468,2021/3/27,neutral,0.25050414
469,2021/3/27,negative,-0.6760003
470,2021/3/28,positive,0.50812906
471,2021/3/28,neutral,0.30045754
472,2021/3/29,neutral,-0.0024751723
473,2021/3/29,positive,0.90573627
474,2021/3/29,negative,-0.96700895
475,2021/3/29,positive,0.49071178
476,2021/3/29,negative,-0.8066052
477,2021/3/29,negative,-0.9254301
478,2021/3/29,neutral,0.03361831
479,2021/3/30,neutral,-0.19736692
480,2021/3/30,neutral,0.4640482
481,2021/3/30,neutral,0.050692856
482,2021/3/30,neutral,0.2937475
483,2021/3/30,neutral,0.17097786
484,2021/3/30,negative,-0.9261746
485,2021/3/30,neutral,0.07716343
486,2021/3/30,negative,-0.5103805
487,2021/3/30,negative,-0.9519585
488,2021/3/31,neutral,0.10481845
489,2021/3/31,negative,-0.80643725
490,2021/3/31,neutral,0.12018827
491,2021/3/31,neutral,0.029662304
492,2021/3/31,neutral,-0.042748
493,2021/3/31,neutral,0.086619444
494,2021/3/31,neutral,0.11536043
495,2021/3/31,neutral,0.46421623
496,2021/3/31,positive,0.6317821
497,2021/3/31,negative,-0.89866406
498,2021/4/1,neutral,0.16844974
499,2021/4/1,neutral,-0.43453655
500,2021/4/1,neutral,0.18382418
501,2021/4/1,neutral,-0.18846019
502,2021/4/1,neutral,-0.043339156
503,2021/4/3,negative,-0.82439864
504,2021/4/3,neutral,0.38559058
505,2021/4/3,neutral,0.08782512
506,2021/4/4,neutral,0.030503515
507,2021/4/4,neutral,0.010354809
508,2021/4/4,neutral,0.030503515
509,2021/4/4,neutral,0.010354809
510,2021/4/5,positive,0.7129663
511,2021/4/5,negative,-0.57896084
512,2021/4/5,neutral,0.1914545
513,2021/4/5,neutral,0.09825183
514,2021/4/5,negative,-0.83189076
515,2021/4/5,positive,0.69221216
516,2021/4/6,neutral,0.03689403
517,2021/4/6,positive,0.93703634
518,2021/4/6,positive,0.85114664
519,2021/4/6,neutral,0.098132096
520,2021/4/7,neutral,0.06740449
521,2021/4/7,neutral,0.18712744
522,2021/4/7,neutral,0.46643838
523,2021/4/7,neutral,0.079612315
524,2021/4/7,neutral,0.15920913
525,2021/4/7,neutral,0.0045159217
526,2021/4/7,neutral,0.049343485
527,2021/4/8,positive,0.91678196
528,2021/4/8,neutral,0.14524838
529,2021/4/8,neutral,0.015017703
530,2021/4/8,negative,-0.9531662
531,2021/4/8,neutral,0.30601966
532,2021/4/8,negative,-0.8796382
533,2021/4/8,negative,-0.96060175
534,2021/4/8,negative,-0.7180999
535,2021/4/8,neutral,0.13743687
536,2021/4/8,negative,-0.9552368
537,2021/4/9,positive,0.4893559
538,2021/4/9,neutral,0.08667461
539,2021/4/9,neutral,0.1447432
540,2021/4/9,neutral,-0.038910475
541,2021/4/9,neutral,0.02315
542,2021/4/10,neutral,0.16145617
543,2021/4/10,negative,-0.7903894
544,2021/4/10,neutral,0.040488176
545,2021/4/11,negative,-0.95934194
546,2021/4/11,negative,-0.7207596
547,2021/4/12,negative,-0.5760101
548,2021/4/12,negative,-0.8003203
549,2021/4/12,neutral,0.26922897
550,2021/4/12,positive,0.8085293
551,2021/4/12,neutral,0.22660396
552,2021/4/12,neutral,0.020309765
553,2021/4/12,neutral,0.46740493
554,2021/4/12,negative,-0.72138494
555,2021/4/13,positive,0.9186373
556,2021/4/13,positive,0.52404684
557,2021/4/13,neutral,0.063818336
558,2021/4/13,neutral,0.27320328
559,2021/4/13,neutral,0.012394918
560,2021/4/13,neutral,-0.29414642
561,2021/4/13,neutral,-0.05502904
562,2021/4/13,neutral,0.45914942
563,2021/4/13,positive,0.8921225
564,2021/4/14,neutral,-0.033984162
565,2021/4/14,negative,-0.87582415
566,2021/4/15,neutral,0.08938787
567,2021/4/15,positive,0.78009653
568,2021/4/15,positive,0.8457393
569,2021/4/15,neutral,0.19655958
570,2021/4/15,neutral,0.027893746
571,2021/4/15,neutral,0.05365853
572,2021/4/15,neutral,0.14543632
573,2021/4/15,negative,-0.49445212
574,2021/4/15,neutral,0.09829668
575,2021/4/15,positive,0.7602383
576,2021/4/15,positive,0.8371249
577,2021/4/16,neutral,0.0030442665
578,2021/4/16,positive,0.6678929
579,2021/4/16,neutral,0.06807484
580,2021/4/16,neutral,0.015238334
581,2021/4/16,neutral,0.052677035
582,2021/4/16,neutral,0.099458694
583,2021/4/16,neutral,0.05539174
584,2021/4/17,neutral,0.0684645
585,2021/4/17,neutral,0.1084135
586,2021/4/18,neutral,0.16895966
587,2021/4/18,neutral,-0.010144591
588,2021/4/19,negative,-0.90278333
589,2021/4/19,neutral,0.010195009
590,2021/4/19,negative,-0.83419675
591,2021/4/19,neutral,0.03881949
592,2021/4/19,negative,-0.95758265
593,2021/4/19,neutral,0.13149993
594,2021/4/19,neutral,0.25532657
595,2021/4/19,neutral,-0.1775536
596,2021/4/20,negative,-0.9508591
597,2021/4/20,neutral,0.07682339
598,2021/4/20,negative,-0.83167607
599,2021/4/20,neutral,-0.30578464
600,2021/4/20,neutral,0.037800957
601,2021/4/20,neutral,0.21208118
602,2021/4/20,neutral,0.111856855
603,2021/4/20,neutral,0.024347309
604,2021/4/20,neutral,0.2076385
605,2021/4/20,negative,-0.9249344
606,2021/4/20,positive,0.9187643
607,2021/4/20,neutral,0.22127876
608,2021/4/20,neutral,0.32779726
609,2021/4/20,neutral,0.06993445
610,2021/4/20,neutral,0.15838519
611,2021/4/20,neutral,0.08077922
612,2021/4/20,positive,0.5133977
613,2021/4/20,neutral,0.30839765
614,2021/4/21,neutral,0.03133067
615,2021/4/21,neutral,-0.038235307
616,2021/4/21,negative,-0.6720524
617,2021/4/21,positive,0.7400321
618,2021/4/21,neutral,0.08817998
619,2021/4/21,neutral,0.25178578
620,2021/4/21,neutral,-0.3166826
621,2021/4/21,neutral,0.18657924
622,2021/4/21,negative,-0.9194347
623,2021/4/21,neutral,0.058238637
624,2021/4/21,negative,-0.73617023
625,2021/4/22,negative,-0.9199853
626,2021/4/22,neutral,0.040726937
627,2021/4/22,negative,-0.82621396
628,2021/4/22,neutral,0.17438933
629,2021/4/22,neutral,0.060761597
630,2021/4/22,neutral,0.08518248
631,2021/4/22,neutral,-0.032661077
632,2021/4/22,positive,0.6368127
633,2021/4/23,negative,-0.9528019
634,2021/4/23,negative,-0.7232696
635,2021/4/23,neutral,-0.2803682
636,2021/4/23,neutral,0.36414707
637,2021/4/23,neutral,0.112024866
638,2021/4/23,positive,0.84824395
639,2021/4/23,neutral,0.1286723
640,2021/4/23,neutral,0.14946958
641,2021/4/23,neutral,0.14684018
642,2021/4/24,neutral,0.1348063
643,2021/4/24,neutral,0.14569631
644,2021/4/25,negative,-0.8667066
645,2021/4/26,negative,-0.9645003
646,2021/4/26,neutral,0.38119504
647,2021/4/26,negative,-0.8140193
648,2021/4/26,neutral,0.041976415
649,2021/4/26,positive,0.87250865
650,2021/4/26,neutral,0.2422638
651,2021/4/26,neutral,0.30888352
652,2021/4/26,neutral,0.022354286
653,2021/4/26,neutral,0.40414086
654,2021/4/26,positive,0.6318965
655,2021/4/26,negative,-0.87216985
656,2021/4/26,neutral,-0.01249965
657,2021/4/26,positive,0.58702826
658,2021/4/26,neutral,0.079356045
659,2021/4/26,positive,0.69883895
660,2021/4/26,neutral,0.032077085
661,2021/4/27,neutral,-0.05203811
662,2021/4/27,neutral,-0.009710699
663,2021/4/27,neutral,-0.06107068
664,2021/4/27,neutral,0.0861378
665,2021/4/27,negative,-0.9394367
666,2021/4/27,negative,-0.9381263
667,2021/4/27,negative,-0.8911858
668,2021/4/27,negative,-0.9509975
669,2021/4/27,neutral,0.025042478
670,2021/4/28,negative,-0.8507398
671,2021/4/28,positive,0.92769
672,2021/4/28,negative,-0.60903555
673,2021/4/28,neutral,0.13451989
674,2021/4/28,positive,0.6591971
675,2021/4/28,positive,0.9157902
676,2021/4/28,negative,-0.864402
677,2021/4/28,neutral,0.2824758
678,2021/4/28,negative,-0.9570643
679,2021/4/28,negative,-0.46828765
680,2021/4/28,positive,0.68539494
681,2021/4/28,neutral,0.30977038
682,2021/4/28,neutral,0.015688535
683,2021/4/28,negative,-0.96212935
684,2021/4/28,positive,0.8034085
685,2021/4/29,neutral,-0.21820942
686,2021/4/29,positive,0.9388167
687,2021/4/29,positive,0.85281724
688,2021/4/29,positive,0.9333117
689,2021/4/29,neutral,0.28328773
690,2021/4/29,neutral,0.1838442
691,2021/4/29,negative,-0.9650953
692,2021/4/29,negative,-0.64533275
693,2021/4/29,positive,0.9217104
694,2021/4/29,negative,-0.675898
695,2021/4/29,neutral,0.05543717
696,2021/4/29,neutral,-0.15556215
697,2021/4/29,neutral,0.008559469
698,2021/4/29,neutral,0.43652785
699,2021/4/30,neutral,0.04837242
700,2021/4/30,neutral,0.043521713
701,2021/4/30,positive,0.48477972
702,2021/4/30,negative,-0.89042914
703,2021/4/30,negative,-0.9457075
704,2021/4/30,neutral,0.055719726
705,2021/4/30,negative,-0.8516236
706,2021/4/30,positive,0.63814926
707,2021/4/30,positive,0.89614654
708,2021/5/1,neutral,0.03370247
709,2021/5/1,neutral,0.39047933
710,2021/5/1,neutral,-0.0064924657
711,2021/5/1,neutral,0.12109847
712,2021/5/1,negative,-0.82733285
713,2021/5/1,neutral,-0.25743198
714,2021/5/1,neutral,-0.10636643
715,2021/5/2,neutral,0.08596021
716,2021/5/2,positive,0.917224
717,2021/5/2,neutral,0.0006623417
718,2021/5/2,negative,-0.94918257
719,2021/5/3,negative,-0.65644205
720,2021/5/3,neutral,0.037582796
721,2021/5/3,neutral,0.1768388
722,2021/5/3,neutral,0.05529688
723,2021/5/3,positive,0.9161613
724,2021/5/3,negative,-0.09555559
725,2021/5/3,neutral,0.10062419
726,2021/5/3,positive,0.78408873
727,2021/5/3,positive,0.92865795
728,2021/5/3,negative,-0.9392119
729,2021/5/4,negative,-0.9660688
730,2021/5/4,neutral,0.36148682
731,2021/5/4,negative,-0.92105573
732,2021/5/4,neutral,-0.005125864
733,2021/5/4,neutral,0.06386811
734,2021/5/4,positive,0.32198846
735,2021/5/4,neutral,0.09980167
736,2021/5/4,negative,-0.9611957
737,2021/5/4,neutral,-0.113379866
